Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Category,Delivery_Risk,Distance_km,Pickup_Delay_Minutes,Rush_Hour,Order_Hour
29,5.0,13.026279,80.174568,13.156279,80.304568,1900-01-01 18:20:00,1900-01-01 18:25:00,Stormy,Medium,motorcycle,Metropolitian,Electronics,MEDIUM,20.179033324549206,5.0,1,18
36,4.7,18.516216,73.842527,18.546216,73.872527,1900-01-01 21:35:00,1900-01-01 21:50:00,Sunny,Jam,motorcycle,Metropolitian,Home,MEDIUM,4.596926091184952,15.0,0,21
24,4.6,13.081878,80.248519,13.121878,80.288519,1900-01-01 13:35:00,1900-01-01 13:40:00,Fog,High,scooter,Other,Clothing,HIGH,6.208803959900656,5.0,0,13
32,4.7,22.761593,75.886362,22.811593,75.936362,1900-01-01 23:10:00,1900-01-01 23:20:00,Sunny,Low,motorcycle,Urban,Grocery,MEDIUM,7.56206997216252,10.0,0,23
25,4.8,22.761226,75.887522,22.791226,75.917522,1900-01-01 21:55:00,1900-01-01 22:10:00,Windy,Jam,scooter,Metropolitian,Snacks,MEDIUM,4.5374004790919935,15.0,0,21
36,4.9,26.910262,75.783013,27.040262,75.913013,1900-01-01 19:45:00,1900-01-01 19:50:00,Sunny,Jam,van,Metropolitian,Skincare,HIGH,19.362825446415616,5.0,1,19
39,4.7,22.310526,73.170937,22.320526,73.180937,1900-01-01 10:40:00,1900-01-01 10:55:00,Sunny,Low,scooter,Metropolitian,Toys,MEDIUM,1.5147927355659148,15.0,1,10
31,4.0,12.934179,77.615797,13.044179,77.725797,1900-01-01 18:40:00,1900-01-01 18:50:00,Sandstorms,Medium,motorcycle,Metropolitian,Apparel,MEDIUM,17.077999100718745,10.0,1,18
34,4.9,18.53408,73.89852,18.57408,73.93852,1900-01-01 13:45:00,1900-01-01 14:00:00,Windy,High,motorcycle,Metropolitian,Apparel,MEDIUM,6.128846407057289,15.0,0,13
27,4.9,19.131141,72.813074,19.181141,72.863074,1900-01-01 20:20:00,1900-01-01 20:35:00,Cloudy,Jam,scooter,Metropolitian,Cosmetics,MEDIUM,7.648080628608015,15.0,1,20
21,4.6,17.41233,78.449654,17.43233,78.469654,1900-01-01 09:35:00,1900-01-01 09:45:00,Stormy,Low,motorcycle,Metropolitian,Sports,LOW,3.0737721530635134,10.0,1,9
25,4.2,18.533811,73.899315,18.543811,73.909315,1900-01-01 08:30:00,1900-01-01 08:35:00,Sandstorms,Low,motorcycle,Urban,Skincare,LOW,1.5322764695191087,5.0,1,8
37,4.4,12.337928,76.617889,12.407928,76.687889,1900-01-01 19:40:00,1900-01-01 19:55:00,Fog,Jam,scooter,Metropolitian,Apparel,HIGH,10.880651848535361,15.0,1,19
28,4.3,19.1813,72.836191,19.2113,72.866191,1900-01-01 22:20:00,1900-01-01 22:30:00,Windy,Low,motorcycle,Urban,Electronics,LOW,4.588321086013784,10.0,0,22
25,4.1,21.160437,72.774209,21.270437,72.884209,1900-01-01 18:55:00,1900-01-01 19:10:00,Stormy,Medium,motorcycle,Metropolitian,Jewelry,MEDIUM,16.721976048741656,15.0,1,18
39,4.7,0.0,0.0,0.13,0.13,1900-01-01 23:15:00,1900-01-01 23:30:00,Stormy,Low,motorcycle,Metropolitian,Electronics,MEDIUM,20.44292976252901,15.0,0,23
21,4.9,17.428294,78.404423,17.448294,78.424423,1900-01-01 11:50:00,1900-01-01 12:00:00,Cloudy,High,van,Urban,Skincare,MEDIUM,3.0736440277233705,10.0,0,11
22,4.3,19.055831,72.833984,19.125831,72.903984,1900-01-01 20:45:00,1900-01-01 20:50:00,Cloudy,Jam,van,Metropolitian,Apparel,HIGH,10.70930883362127,5.0,1,20
34,3.6,30.893384,75.821202,31.033384,75.961202,1900-01-01 23:30:00,1900-01-01 23:45:00,Fog,Low,scooter,Metropolitian,Snacks,MEDIUM,20.506907204759138,15.0,0,23
23,4.7,22.307898,73.167788,22.367898,73.227788,1900-01-01 17:55:00,1900-01-01 18:00:00,Sandstorms,Medium,scooter,Metropolitian,Toys,MEDIUM,9.08808409216373,5.0,1,17
39,4.4,26.492106,80.327797,26.602106,80.437797,1900-01-01 21:50:00,1900-01-01 22:05:00,Fog,Jam,scooter,Metropolitian,Kitchen,HIGH,16.411341039815348,15.0,0,21
33,4.6,13.005801,80.250744,13.045801,80.290744,1900-01-01 14:20:00,1900-01-01 14:25:00,Windy,High,motorcycle,Metropolitian,Kitchen,MEDIUM,6.209735433841793,5.0,0,14
27,4.8,26.913726,75.75282,27.043726,75.88282,1900-01-01 22:30:00,1900-01-01 22:45:00,Cloudy,Low,motorcycle,Metropolitian,Skincare,MEDIUM,19.362561679297414,15.0,0,22
38,4.9,21.183434,72.814492,21.273434,72.904492,1900-01-01 22:00:00,1900-01-01 22:05:00,Sandstorms,Jam,motorcycle,Metropolitian,Toys,HIGH,13.681056958913599,5.0,0,22
27,4.9,23.232537,77.429845,23.312537,77.509845,1900-01-01 21:25:00,1900-01-01 21:40:00,Windy,Jam,motorcycle,Metropolitian,Books,HIGH,12.079324698379788,15.0,0,21
27,4.6,0.0,0.0,0.11,0.11,1900-01-01 17:25:00,1900-01-01 17:40:00,Sunny,Medium,motorcycle,Urban,Sports,MEDIUM,17.29786575291325,15.0,1,17
22,4.8,23.235123,77.398886,23.285123,77.448886,1900-01-01 21:40:00,1900-01-01 21:50:00,Cloudy,Jam,scooter,Metropolitian,Apparel,MEDIUM,7.549900138928546,10.0,0,21
38,4.8,17.455894,78.375467,17.545894,78.465467,1900-01-01 22:15:00,1900-01-01 22:25:00,Cloudy,Low,motorcycle,Urban,Skincare,MEDIUM,13.829131656291406,10.0,0,22
32,4.4,22.539129,88.365507,22.599129,88.425507,1900-01-01 21:40:00,1900-01-01 21:55:00,Sandstorms,Jam,motorcycle,Metropolitian,Shoes,HIGH,9.0811043656779,15.0,0,21
20,4.9,18.539299,73.897902,18.579299,73.937902,1900-01-01 15:20:00,1900-01-01 15:30:00,Sunny,Medium,motorcycle,Metropolitian,Shoes,MEDIUM,6.128757701630158,10.0,0,15
26,5.0,0.0,0.0,0.04,0.04,1900-01-01 15:45:00,1900-01-01 16:00:00,Stormy,Medium,scooter,Urban,Outdoors,MEDIUM,6.290134677634678,15.0,0,15
26,4.9,26.891191,75.802083,26.981191,75.892083,1900-01-01 22:10:00,1900-01-01 22:15:00,Stormy,Low,motorcycle,Urban,Jewelry,MEDIUM,13.407092693002163,5.0,0,22
21,4.6,18.546258,73.904337,18.596258,73.954337,1900-01-01 19:00:00,1900-01-01 19:15:00,Stormy,Medium,motorcycle,Metropolitian,Kitchen,MEDIUM,7.660692882261083,15.0,1,19
31,4.8,0.0,0.0,0.07,0.07,1900-01-01 23:25:00,1900-01-01 23:40:00,Sandstorms,Low,scooter,Urban,Grocery,MEDIUM,11.007734763744619,15.0,0,23
26,4.9,12.972161,77.596014,13.082161,77.706014,1900-01-01 18:40:00,1900-01-01 18:50:00,Fog,Medium,motorcycle,Metropolitian,Apparel,MEDIUM,17.076725433736108,10.0,1,18
23,4.7,19.065838,72.832658,19.125838,72.892658,1900-01-01 21:40:00,1900-01-01 21:45:00,Sunny,Jam,van,Metropolitian,Clothing,HIGH,9.17927668802904,5.0,0,21
26,4.9,22.728163,75.884212,22.758163,75.914212,1900-01-01 18:30:00,1900-01-01 18:35:00,Stormy,Medium,scooter,Metropolitian,Shoes,MEDIUM,4.537905323142224,5.0,1,18
22,4.8,0.0,0.0,0.06,0.06,1900-01-01 22:30:00,1900-01-01 22:45:00,Stormy,Low,motorcycle,Metropolitian,Outdoors,MEDIUM,9.435201537430713,15.0,0,22
24,4.3,9.985697,76.281128,9.995697,76.291128,1900-01-01 08:40:00,1900-01-01 08:50:00,Sandstorms,Low,motorcycle,Metropolitian,Outdoors,LOW,1.56065627521662,10.0,1,8
39,4.8,12.304569,76.643622,12.394569,76.733622,1900-01-01 20:30:00,1900-01-01 20:45:00,Cloudy,Jam,motorcycle,Metropolitian,Clothing,HIGH,13.990019508058005,15.0,1,20
21,4.9,22.732225,75.874765,22.742225,75.884765,1900-01-01 09:10:00,1900-01-01 09:20:00,Sandstorms,Low,scooter,Metropolitian,Outdoors,LOW,1.5126653201049498,10.0,1,9
33,4.6,0.0,0.0,0.09,0.09,1900-01-01 23:25:00,1900-01-01 23:35:00,Sandstorms,Low,van,Urban,Outdoors,MEDIUM,14.15280068944862,10.0,0,23
35,4.8,22.308096,73.167753,22.358096,73.217753,1900-01-01 18:45:00,1900-01-01 19:00:00,Fog,Medium,motorcycle,Metropolitian,Toys,MEDIUM,7.573523734183611,15.0,1,18
26,4.6,26.492106,80.327797,26.582106,80.417797,1900-01-01 17:55:00,1900-01-01 18:05:00,Fog,Medium,motorcycle,Metropolitian,Home,MEDIUM,13.427981831458396,10.0,1,17
20,4.6,12.975377,77.696664,13.105377,77.826664,1900-01-01 23:40:00,1900-01-01 23:50:00,Cloudy,Low,scooter,Metropolitian,Sports,MEDIUM,20.18105913719799,10.0,0,23
24,4.8,19.221315,72.862381,19.241315,72.882381,1900-01-01 09:30:00,1900-01-01 09:45:00,Sandstorms,Low,scooter,Urban,Home,MEDIUM,3.058573658857584,15.0,1,9
39,4.0,9.970717,76.285447,10.020717,76.335447,1900-01-01 21:40:00,1900-01-01 21:55:00,Sandstorms,Jam,scooter,Metropolitian,Snacks,HIGH,7.803221931045076,15.0,0,21
32,4.6,26.911378,75.789034,26.991378,75.869034,1900-01-01 17:10:00,1900-01-01 17:25:00,Sunny,Medium,scooter,Metropolitian,Skincare,MEDIUM,11.916705005077912,15.0,1,17
33,4.8,11.006686,76.951736,11.116686,77.061736,1900-01-01 17:35:00,1900-01-01 17:45:00,Fog,Medium,scooter,Metropolitian,Sports,MEDIUM,17.13793593144362,10.0,1,17
39,4.6,13.064181,80.236442,13.104181,80.276442,1900-01-01 13:50:00,1900-01-01 14:00:00,Fog,High,motorcycle,Metropolitian,Home,HIGH,6.209021101535329,10.0,0,13
37,4.1,17.411028,78.329645,17.421028,78.339645,1900-01-01 08:55:00,1900-01-01 09:00:00,Sandstorms,Low,motorcycle,Metropolitian,Toys,LOW,1.5369113551344378,5.0,1,8
20,4.7,13.045479,80.23311,13.125479,80.31311,1900-01-01 18:40:00,1900-01-01 18:55:00,Sandstorms,Medium,motorcycle,Metropolitian,Outdoors,MEDIUM,12.418009922382737,15.0,1,18
21,4.5,21.17106,72.789292,21.25106,72.869292,1900-01-01 17:15:00,1900-01-01 17:30:00,Cloudy,Medium,motorcycle,Metropolitian,Snacks,MEDIUM,12.161605446009546,15.0,1,17
39,4.3,0.0,0.0,0.02,0.02,1900-01-01 12:00:00,1900-01-01 12:10:00,Windy,High,motorcycle,Metropolitian,Skincare,MEDIUM,3.145067434621583,10.0,0,12
22,4.9,15.546594,73.760431,15.656594,73.870431,1900-01-01 21:35:00,1900-01-01 21:45:00,Windy,Jam,motorcycle,Metropolitian,Snacks,HIGH,16.982190294886905,10.0,0,21
37,4.5,17.438263,78.397865,17.518263,78.477865,1900-01-01 20:40:00,1900-01-01 20:50:00,Stormy,Jam,motorcycle,Metropolitian,Grocery,HIGH,12.293290453034048,10.0,1,20
32,4.6,0.0,0.0,0.01,0.01,1900-01-01 09:35:00,1900-01-01 09:50:00,Sandstorms,Low,van,Urban,Jewelry,MEDIUM,1.5725337292863206,15.0,1,9
34,4.7,12.939496,77.625999,13.019496,77.705999,1900-01-01 23:45:00,1900-01-01 23:50:00,Windy,Low,scooter,Urban,Outdoors,MEDIUM,12.420599246806894,5.0,0,23
39,4.4,12.304569,76.643622,12.414569,76.753622,1900-01-01 20:35:00,1900-01-01 20:50:00,Sunny,Jam,motorcycle,Metropolitian,Grocery,HIGH,17.09859305393946,15.0,1,20
31,4.9,12.972532,77.608179,13.002532,77.638179,1900-01-01 21:20:00,1900-01-01 21:25:00,Windy,Jam,motorcycle,Metropolitian,Outdoors,LOW,4.657651549280557,5.0,0,21
30,4.6,26.913726,75.75282,26.993726,75.83282,1900-01-01 22:30:00,1900-01-01 22:35:00,Windy,Low,motorcycle,Urban,Skincare,MEDIUM,11.916595060070058,5.0,0,22
33,4.7,12.337978,76.616792,12.407978,76.686792,1900-01-01 23:10:00,1900-01-01 23:20:00,Stormy,Low,motorcycle,Urban,Sports,MEDIUM,10.88065083153164,10.0,0,23
35,3.7,12.284747,76.625861,12.354747,76.695861,1900-01-01 19:15:00,1900-01-01 19:20:00,Stormy,Jam,scooter,Metropolitian,Grocery,HIGH,10.881731319465594,5.0,1,19
21,4.8,19.131141,72.813074,19.201141,72.883074,1900-01-01 22:15:00,1900-01-01 22:30:00,Sandstorms,Low,van,Metropolitian,Grocery,MEDIUM,10.707006464770876,15.0,0,22
36,4.8,21.170798,72.790489,21.180798,72.800489,1900-01-01 08:40:00,1900-01-01 08:55:00,Fog,Low,van,Other,Sports,MEDIUM,1.5203694817444924,15.0,1,8
24,4.5,26.492106,80.327797,26.552106,80.387797,1900-01-01 17:40:00,1900-01-01 17:45:00,Fog,Medium,van,Metropolitian,Toys,MEDIUM,8.95250852459012,5.0,1,17
30,3.7,18.530963,73.828972,18.610963,73.908972,1900-01-01 20:20:00,1900-01-01 20:35:00,Sandstorms,Jam,scooter,Metropolitian,Outdoors,HIGH,12.257118233178526,15.0,1,20
26,4.1,19.176269,72.836721,19.216269,72.876721,1900-01-01 13:45:00,1900-01-01 14:00:00,Sunny,High,motorcycle,Metropolitian,Jewelry,MEDIUM,6.117761953594076,15.0,0,13
38,4.1,30.89286,75.822199,30.97286,75.902199,1900-01-01 19:45:00,1900-01-01 19:55:00,Sunny,Jam,motorcycle,Metropolitian,Cosmetics,HIGH,11.719821223237933,10.0,1,19
34,4.9,26.913987,75.752891,26.943987,75.782891,1900-01-01 18:50:00,1900-01-01 19:00:00,Sandstorms,Medium,motorcycle,Metropolitian,Home,MEDIUM,4.469157679084331,10.0,1,18
21,2.8,19.103249,72.846749,19.173249,72.916749,1900-01-01 23:40:00,1900-01-01 23:45:00,Sunny,Low,van,Metropolitian,Kitchen,MEDIUM,10.707860128480785,5.0,0,23
20,4.8,19.176269,72.836721,19.226269,72.886721,1900-01-01 17:35:00,1900-01-01 17:50:00,Fog,Medium,motorcycle,Urban,Toys,MEDIUM,7.647092834675559,15.0,1,17
38,4.6,12.933298,77.614293,12.973298,77.654293,1900-01-01 15:55:00,1900-01-01 16:05:00,Windy,Medium,van,Metropolitian,Apparel,MEDIUM,6.210618323093113,10.0,0,15
20,4.9,22.310526,73.170937,22.420526,73.280937,1900-01-01 17:50:00,1900-01-01 18:05:00,Sandstorms,Medium,motorcycle,Metropolitian,Cosmetics,MEDIUM,16.659963190056956,15.0,1,17
24,4.8,19.055831,72.833984,19.145831,72.923984,1900-01-01 20:20:00,1900-01-01 20:30:00,Windy,Jam,van,Metropolitian,Books,HIGH,13.768718508386257,10.0,1,20
39,5.0,13.091809,80.219104,13.141809,80.269104,1900-01-01 18:00:00,1900-01-01 18:15:00,Cloudy,Medium,scooter,Metropolitian,Toys,MEDIUM,7.760775621293748,15.0,1,18
38,4.9,12.914264,77.6784,12.984264,77.7484,1900-01-01 21:25:00,1900-01-01 21:35:00,Fog,Jam,motorcycle,Metropolitian,Pet Supplies,HIGH,10.868667520702907,10.0,0,21
34,4.7,0.0,0.0,0.04,0.04,1900-01-01 15:55:00,1900-01-01 16:05:00,Sunny,Medium,motorcycle,Metropolitian,Books,MEDIUM,6.290134677634678,10.0,0,15
39,4.0,26.473698,80.352677,26.513698,80.392677,1900-01-01 16:45:00,1900-01-01 17:00:00,Stormy,Medium,scooter,Metropolitian,Shoes,MEDIUM,5.968995503545939,15.0,0,16
36,4.9,22.751857,75.866699,22.761857,75.876699,1900-01-01 10:15:00,1900-01-01 10:30:00,Sunny,Low,scooter,Metropolitian,Home,MEDIUM,1.5125654463649516,15.0,1,10
38,4.4,22.753659,75.903365,22.813659,75.963365,1900-01-01 18:50:00,1900-01-01 18:55:00,Cloudy,Medium,motorcycle,Metropolitian,Apparel,MEDIUM,9.074573554009332,5.0,1,18
39,4.2,12.326356,76.619103,12.406356,76.699103,1900-01-01 18:40:00,1900-01-01 18:50:00,Sunny,Medium,motorcycle,Metropolitian,Apparel,MEDIUM,12.435183278612342,10.0,1,18
25,4.5,11.000762,76.981876,11.060762,77.041876,1900-01-01 20:50:00,1900-01-01 21:05:00,Sandstorms,Jam,scooter,Metropolitian,Pet Supplies,HIGH,9.348448896832888,15.0,1,20
36,4.8,30.319528,78.040267,30.359528,78.080267,1900-01-01 14:30:00,1900-01-01 14:35:00,Fog,High,motorcycle,Metropolitian,Clothing,HIGH,5.875219258491899,5.0,0,14
23,4.6,22.732225,75.874765,22.862225,76.004765,1900-01-01 19:55:00,1900-01-01 20:00:00,Stormy,Jam,scooter,Urban,Sports,HIGH,19.66067482059042,5.0,1,19
23,5.0,12.972161,77.596014,13.082161,77.706014,1900-01-01 17:45:00,1900-01-01 18:00:00,Stormy,Medium,scooter,Metropolitian,Apparel,MEDIUM,17.076725433736108,15.0,1,17
37,4.1,0.0,0.0,0.08,0.08,1900-01-01 19:40:00,1900-01-01 19:55:00,Stormy,Jam,van,Metropolitian,Outdoors,HIGH,12.58026782240096,15.0,1,19
38,4.4,26.914142,75.805704,26.944142,75.835704,1900-01-01 17:45:00,1900-01-01 17:55:00,Stormy,Medium,scooter,Urban,Kitchen,MEDIUM,4.469154959263375,10.0,1,17
33,4.8,26.913483,75.803139,26.993483,75.883139,1900-01-01 22:10:00,1900-01-01 22:25:00,Sandstorms,Low,motorcycle,Metropolitian,Sports,MEDIUM,11.91660643888762,15.0,0,22
31,4.5,0.0,0.0,0.02,0.02,1900-01-01 08:45:00,1900-01-01 08:55:00,Windy,Low,motorcycle,Metropolitian,Home,LOW,3.145067434621583,10.0,1,8
29,4.6,23.355164,85.324097,23.485164,85.454097,1900-01-01 18:15:00,1900-01-01 18:25:00,Sunny,Medium,motorcycle,Metropolitian,Skincare,MEDIUM,19.618918347480314,10.0,1,18
21,4.9,0.0,0.0,0.07,0.07,1900-01-01 19:00:00,1900-01-01 19:10:00,Stormy,Medium,scooter,Metropolitian,Cosmetics,MEDIUM,11.007734763744619,10.0,1,19
36,4.9,13.091809,80.219104,13.201809,80.329104,1900-01-01 19:40:00,1900-01-01 19:50:00,Fog,Jam,motorcycle,Metropolitian,Apparel,HIGH,17.072690000336546,10.0,1,19
38,4.8,10.994136,76.963303,11.064136,77.033303,1900-01-01 21:40:00,1900-01-01 21:55:00,Stormy,Jam,scooter,Metropolitian,Grocery,HIGH,10.906553214978015,15.0,0,21
23,4.6,19.176269,72.836721,19.236269,72.896721,1900-01-01 20:55:00,1900-01-01 21:05:00,Windy,Jam,scooter,Metropolitian,Electronics,HIGH,9.176379825814594,10.0,1,20
22,4.7,26.902908,75.792934,26.932908,75.822934,1900-01-01 23:40:00,1900-01-01 23:50:00,Cloudy,Low,motorcycle,Urban,Books,LOW,4.46935205273826,10.0,0,23
22,4.7,12.972532,77.608179,13.002532,77.638179,1900-01-01 22:10:00,1900-01-01 22:15:00,Sandstorms,Low,scooter,Urban,Pet Supplies,LOW,4.657651549280557,5.0,0,22
30,4.7,21.186438,72.794115,21.196438,72.804115,1900-01-01 11:00:00,1900-01-01 11:10:00,Sandstorms,Low,motorcycle,Metropolitian,Toys,LOW,1.5202946823341181,10.0,0,11
38,4.3,26.911378,75.789034,27.021378,75.899034,1900-01-01 17:10:00,1900-01-01 17:15:00,Sunny,Medium,motorcycle,Metropolitian,Skincare,MEDIUM,16.384502397510587,5.0,1,17
22,4.6,23.232537,77.429845,23.342537,77.539845,1900-01-01 19:00:00,1900-01-01 19:10:00,Sunny,Medium,motorcycle,Metropolitian,Sports,MEDIUM,16.608214361065947,10.0,1,19
20,5.0,13.02978,80.208812,13.07978,80.258812,1900-01-01 22:15:00,1900-01-01 22:25:00,Fog,Low,motorcycle,Metropolitian,Grocery,MEDIUM,7.761726486394692,10.0,0,22
33,3.5,12.975996,80.221898,13.085996,80.331898,1900-01-01 23:20:00,1900-01-01 23:25:00,Cloudy,Low,scooter,Metropolitian,Skincare,MEDIUM,17.07659663544434,5.0,0,23
22,4.8,22.745536,75.893106,22.775536,75.923106,1900-01-01 23:50:00,1900-01-01 23:55:00,Fog,Low,motorcycle,Urban,Snacks,LOW,4.537640130462831,5.0,0,23
29,4.8,21.186608,72.794136,21.266608,72.874136,1900-01-01 20:50:00,1900-01-01 20:55:00,Cloudy,Jam,motorcycle,Metropolitian,Home,HIGH,12.161009703058802,5.0,1,20
29,4.9,13.081878,80.248519,13.121878,80.288519,1900-01-01 13:10:00,1900-01-01 13:25:00,Sunny,High,scooter,Metropolitian,Pet Supplies,MEDIUM,6.208803959900656,15.0,0,13
20,4.8,19.120083,72.907385,19.200083,72.987385,1900-01-01 18:15:00,1900-01-01 18:30:00,Stormy,Medium,scooter,Metropolitian,Skincare,MEDIUM,12.236790662986381,15.0,1,18
24,5.0,18.51421,73.838429,18.53421,73.858429,1900-01-01 11:15:00,1900-01-01 11:30:00,Sunny,High,scooter,Metropolitian,Outdoors,MEDIUM,3.0646768621689917,15.0,0,11
23,4.5,15.585658,73.743606,15.615658,73.773606,1900-01-01 18:55:00,1900-01-01 19:10:00,Stormy,Medium,van,Metropolitian,Jewelry,MEDIUM,4.6315170249519495,15.0,1,18
20,4.8,0.0,0.0,0.05,0.05,1900-01-01 18:15:00,1900-01-01 18:30:00,Windy,Medium,van,Urban,Cosmetics,MEDIUM,7.8626681674103684,15.0,1,18
21,4.7,22.751234,75.88949,22.861234,75.99949,1900-01-01 20:40:00,1900-01-01 20:45:00,Stormy,Jam,van,Metropolitian,Books,HIGH,16.63545121553746,5.0,1,20
35,4.6,18.536562,73.896485,18.596562,73.956485,1900-01-01 21:55:00,1900-01-01 22:10:00,Sunny,Jam,scooter,Metropolitian,Snacks,HIGH,9.192951167083816,15.0,0,21
20,4.6,0.0,0.0,0.01,0.01,1900-01-01 10:00:00,1900-01-01 10:05:00,Windy,Low,scooter,Metropolitian,Toys,LOW,1.5725337292863206,5.0,1,10
35,4.0,0.0,0.0,0.11,0.11,1900-01-01 23:15:00,1900-01-01 23:30:00,Fog,Low,motorcycle,Metropolitian,Snacks,MEDIUM,17.29786575291325,15.0,0,23
21,4.7,12.334022,76.618203,12.414022,76.698203,1900-01-01 20:10:00,1900-01-01 20:15:00,Stormy,Jam,motorcycle,Metropolitian,Shoes,HIGH,12.43500511451784,5.0,1,20
36,4.5,19.207222,72.972281,19.297222,73.062281,1900-01-01 21:20:00,1900-01-01 21:35:00,Windy,Jam,motorcycle,Metropolitian,Electronics,HIGH,13.762754362295912,15.0,0,21
29,4.8,26.849596,75.800512,26.889596,75.840512,1900-01-01 16:55:00,1900-01-01 17:00:00,Stormy,Medium,scooter,Urban,Books,MEDIUM,5.960265171499854,5.0,0,16
27,4.9,11.008638,76.984311,11.028638,77.004311,1900-01-01 11:20:00,1900-01-01 11:35:00,Windy,High,scooter,Metropolitian,Books,MEDIUM,3.1162127416120886,15.0,0,11
27,4.9,22.751234,75.88949,22.801234,75.93949,1900-01-01 17:35:00,1900-01-01 17:50:00,Stormy,Medium,scooter,Metropolitian,Jewelry,MEDIUM,7.562333809640503,15.0,1,17
34,4.3,23.371292,85.327872,23.381292,85.337872,1900-01-01 11:20:00,1900-01-01 11:25:00,Windy,High,motorcycle,Metropolitian,Outdoors,MEDIUM,1.5093764432903984,5.0,0,11
29,4.7,13.02978,80.208812,13.13978,80.318812,1900-01-01 21:10:00,1900-01-01 21:15:00,Windy,Jam,motorcycle,Metropolitian,Sports,HIGH,17.07478648593785,5.0,0,21
26,4.8,11.010375,76.95295,11.030375,76.97295,1900-01-01 11:00:00,1900-01-01 11:15:00,Fog,Low,motorcycle,Metropolitian,Snacks,MEDIUM,3.1162037143241816,15.0,0,11
35,4.9,9.979186,76.317361,10.049186,76.387361,1900-01-01 18:45:00,1900-01-01 18:55:00,Fog,Medium,motorcycle,Metropolitian,Skincare,MEDIUM,10.924204662087165,10.0,1,18
25,5.0,17.422819,78.449578,17.552819,78.579578,1900-01-01 18:40:00,1900-01-01 18:45:00,Fog,Medium,scooter,Metropolitian,Pet Supplies,MEDIUM,19.97609532002446,5.0,1,18
35,4.5,17.410371,78.437225,17.430371,78.457225,1900-01-01 08:50:00,1900-01-01 08:55:00,Sandstorms,Low,motorcycle,Metropolitian,Kitchen,LOW,3.0737878683560815,5.0,1,8
26,4.7,19.120083,72.907385,19.160083,72.947385,1900-01-01 15:20:00,1900-01-01 15:30:00,Cloudy,Medium,motorcycle,Metropolitian,Sports,MEDIUM,6.118745338337883,10.0,0,15
29,4.7,17.440827,78.393391,17.510827,78.463391,1900-01-01 23:30:00,1900-01-01 23:40:00,Fog,Low,van,Metropolitian,Skincare,MEDIUM,10.756697879102664,10.0,0,23
38,5.0,12.304569,76.643622,12.354569,76.693622,1900-01-01 22:35:00,1900-01-01 22:40:00,Sandstorms,Low,motorcycle,Metropolitian,Skincare,MEDIUM,7.772523200443599,5.0,0,22
30,4.9,22.725748,75.898497,22.855747,76.028497,1900-01-01 17:40:00,1900-01-01 17:50:00,Fog,Medium,motorcycle,Metropolitian,Shoes,MEDIUM,19.66102221350671,10.0,1,17
39,4.9,0.0,0.0,0.01,0.01,1900-01-01 09:35:00,1900-01-01 09:45:00,Windy,Low,scooter,Metropolitian,Skincare,LOW,1.5725337292863206,10.0,1,9
38,4.9,12.975377,77.696664,13.045377,77.766664,1900-01-01 20:40:00,1900-01-01 20:55:00,Sunny,Jam,scooter,Urban,Shoes,HIGH,10.86736612025195,15.0,1,20
20,5.0,12.972532,77.608179,13.082532,77.718179,1900-01-01 21:15:00,1900-01-01 21:30:00,Stormy,Jam,scooter,Metropolitian,Jewelry,HIGH,17.076712975301973,15.0,0,21
32,4.3,13.026279,80.174568,13.046279,80.194568,1900-01-01 10:25:00,1900-01-01 10:30:00,Sandstorms,Low,motorcycle,Metropolitian,Books,LOW,3.1048037532854202,5.0,1,10
25,4.6,26.846156,75.8023,26.916156,75.8723,1900-01-01 20:00:00,1900-01-01 20:15:00,Sunny,Jam,motorcycle,Metropolitian,Sports,HIGH,10.429991108601625,15.0,1,20
36,4.8,23.374878,85.335739,23.384878,85.345739,1900-01-01 09:20:00,1900-01-01 09:30:00,Cloudy,Low,scooter,Urban,Shoes,LOW,1.5093577696342253,10.0,1,9
29,4.8,12.323225,76.630028,12.363225,76.670028,1900-01-01 13:25:00,1900-01-01 13:35:00,Windy,High,scooter,Urban,Apparel,MEDIUM,6.21786032966792,10.0,0,13
25,4.8,25.45235,81.841889,25.54235,81.931889,1900-01-01 17:35:00,1900-01-01 17:45:00,Windy,Medium,scooter,Metropolitian,Outdoors,MEDIUM,13.481226399922276,10.0,1,17
33,4.8,11.022169,76.999594,11.072169,77.049594,1900-01-01 19:50:00,1900-01-01 20:05:00,Sunny,Jam,motorcycle,Urban,Books,MEDIUM,7.790160607220327,15.0,1,19
26,4.9,13.026286,80.275235,13.156286,80.405235,1900-01-01 18:20:00,1900-01-01 18:30:00,Sandstorms,Medium,motorcycle,Urban,Shoes,MEDIUM,20.17903304544265,10.0,1,18
21,4.6,12.934179,77.615797,13.024179,77.705797,1900-01-01 19:00:00,1900-01-01 19:10:00,Stormy,Medium,scooter,Metropolitian,Home,MEDIUM,13.97318265391717,10.0,1,19
31,4.8,17.410371,78.437225,17.450371,78.477225,1900-01-01 15:00:00,1900-01-01 15:15:00,Stormy,High,scooter,Metropolitian,Home,HIGH,6.147415198874891,15.0,0,15
