Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Category,Delivery_Risk,Distance_km,Pickup_Delay_Minutes,Rush_Hour,Order_Hour
zevd507880239,36,4.8,19.875908,75.358888,19.915908,75.398888,2022-02-13,12:35:00,12:50:00,Cloudy,High ,scooter ,Metropolitian ,Books,,,,,
nbya042264513,24,4.9,21.160437,72.774209,21.180437,72.794209,2022-03-30,11:40:00,11:45:00,Stormy,High ,scooter ,Other,Books,,,,,
czug829774208,38,3.8,19.091458,72.827808,19.171458,72.907808,2022-03-08,20:40:00,20:55:00,Sunny,Jam ,motorcycle ,Metropolitian ,Cosmetics,,,,,
clie087050399,33,4.8,18.546947,73.900626,18.616947,73.970626,2022-03-25,22:30:00,22:35:00,Stormy,Low ,scooter ,Metropolitian ,Clothing,,,,,
lqjo369322062,35,4.8,19.103249,72.846749,19.213249,72.956749,2022-04-02,23:30:00,23:40:00,Windy,Low ,scooter ,Urban ,Cosmetics,,,,,
vpdd949263618,26,5.0,12.970324,77.645748,13.000324,77.675748,2022-03-17,17:30:00,17:40:00,Cloudy,Medium ,motorcycle ,Urban ,Home,,,,,
namr116587116,27,4.9,26.910262,75.783013,27.000262,75.873013,2022-03-04,22:25:00,22:30:00,Fog,Low ,motorcycle ,Metropolitian ,Jewelry,,,,,
rdrh288788400,28,4.6,19.875522,75.367127,19.935522,75.427127,2022-02-15,21:40:00,21:50:00,Fog,Jam ,scooter ,Urban ,Books,,,,,
lyxu187630460,28,3.3,13.045479,80.23311,13.115479,80.30311,2022-03-20,22:20:00,22:25:00,Sunny,Low ,scooter ,Metropolitian ,Toys,,,,,
vzrs982870805,31,4.2,0.0,0.0,0.04,0.04,2022-03-15,14:15:00,14:20:00,Windy,High ,motorcycle ,Urban ,Jewelry,,,,,
cwhy284186349,27,4.8,27.160832,78.011608,27.190832,78.041608,2022-02-17,22:15:00,22:30:00,Sunny,Low ,motorcycle ,Metropolitian ,Home,,,,,
tqha677179281,28,5.0,19.131141,72.813074,19.19114,72.873074,2022-03-13,23:25:00,23:35:00,Windy,Low ,motorcycle ,Urban ,Pet Supplies,,,,,
qhoi696661657,33,4.1,0.0,0.0,0.06,0.06,2022-03-05,23:45:00,23:55:00,Sandstorms,Low ,motorcycle ,Metropolitian ,Shoes,,,,,
dxrl758847749,25,4.5,30.362686,78.06889,30.402686,78.10889,2022-02-13,15:35:00,15:45:00,Stormy,Medium ,scooter ,Metropolitian ,Books,,,,,
bofv367591096,35,4.7,15.506205,73.766668,15.616205,73.876668,2022-02-14,19:45:00,19:50:00,Cloudy,Jam ,motorcycle ,Metropolitian ,Outdoors,,,,,
qtmn734846566,24,4.2,18.55144,73.804855,18.64144,73.894855,2022-03-23,22:00:00,22:15:00,Fog,Jam ,scooter ,Urban ,Pet Supplies,,,,,
bvjw124757048,27,4.5,21.175975,72.795503,21.205975,72.825503,2022-04-05,20:30:00,20:40:00,Stormy,Jam ,motorcycle ,Urban ,Jewelry,,,,,
ntlc073155035,35,4.7,11.001753,76.986241,11.091753,77.076241,2022-03-06,18:25:00,18:30:00,Fog,Medium ,motorcycle ,Metropolitian ,Grocery,,,,,
xxee918086684,27,4.9,26.891191,75.802083,26.921191,75.832083,2022-03-19,19:30:00,19:40:00,Sunny,Jam ,scooter ,Metropolitian ,Clothing,,,,,
tgpu604615065,36,4.5,-25.449872,81.836167,25.499872,81.886167,2022-02-13,20:00:00,20:15:00,Fog,Jam ,motorcycle ,Metropolitian ,Toys,,,,,
lfhb157950446,31,5.0,18.546258,73.904337,18.586258,73.944337,2022-03-13,15:00:00,15:15:00,Sunny,High ,van,Metropolitian ,Grocery,,,,,
hqyv011141678,26,4.8,18.546947,73.900626,18.586947,73.940626,2022-03-03,13:35:00,13:45:00,Fog,High ,motorcycle ,Metropolitian ,Outdoors,,,,,
wjhb547495946,28,4.7,12.297954,76.665169,12.327954,76.695169,2022-03-19,18:40:00,18:55:00,Sunny,Medium ,motorcycle ,Metropolitian ,Outdoors,,,,,
ulog755409265,36,4.1,11.003669,76.976494,11.043669,77.016494,2022-03-21,15:30:00,15:45:00,Stormy,Medium ,scooter ,Metropolitian ,Shoes,,,,,
veng336050777,33,4.7,0.0,0.0,0.05,0.05,2022-04-01,20:30:00,20:40:00,Sandstorms,Jam ,van,Metropolitian ,Grocery,,,,,
fgyt187842733,35,4.7,23.357804,85.325146,23.427804,85.395146,2022-04-02,21:10:00,21:20:00,Fog,Jam ,motorcycle ,Metropolitian ,Grocery,,,,,
airk995272292,23,4.8,21.157729,72.768726,21.237729,72.848726,2022-03-10,17:30:00,17:35:00,Cloudy,Medium ,motorcycle ,Urban ,Grocery,,,,,
qwsx094298036,20,4.1,22.725748,75.898497,22.775748,75.948497,2022-03-07,23:00:00,23:10:00,Windy,Low ,motorcycle ,Metropolitian ,Kitchen,,,,,
klkl943389128,35,4.3,26.88842,75.800689,26.99842,75.910689,2022-03-12,19:25:00,19:30:00,Stormy,Jam ,motorcycle ,Metropolitian ,Skincare,,,,,
zabp328475966,31,4.3,0.0,0.0,0.09,0.09,2022-02-14,19:00:00,19:15:00,Fog,Medium ,motorcycle ,Metropolitian ,Clothing,,,,,
vjir487293571,28,4.9,13.045479,80.23311,13.065479,80.25311,2022-03-30,11:25:00,11:35:00,Sandstorms,High ,motorcycle ,Metropolitian ,Electronics,,,,,
yjqh879530804,36,5.0,12.913041,77.683237,13.023041,77.793237,2022-04-06,19:20:00,19:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,Electronics,,,,,
hrlh887559676,25,4.7,22.725835,75.887648,22.755835,75.917648,2022-03-01,19:30:00,19:45:00,Cloudy,Jam ,scooter ,Other,Cosmetics,,,,,
tfoe370688920,23,4.9,19.131141,72.813074,19.17114,72.853074,2022-03-07,12:50:00,13:00:00,Windy,High ,van,Metropolitian ,Home,,,,,
ohbc146349004,27,4.7,21.160437,72.774209,21.210437,72.824209,2022-03-28,23:35:00,23:45:00,Cloudy,Low ,motorcycle ,Urban ,Cosmetics,,,,,
slis501550333,31,4.6,25.443994,81.860187,25.513994,81.930187,2022-02-18,21:15:00,21:20:00,Cloudy,Jam ,motorcycle ,Metropolitian ,Kitchen,,,,,
cgqf097454052,21,4.2,26.913483,75.803139,26.933483,75.823139,2022-03-13,09:10:00,09:20:00,Stormy,Low ,motorcycle ,Other,Snacks,,,,,
aege753663438,33,4.6,12.98041,77.640489,13.11041,77.770489,2022-03-08,18:55:00,19:00:00,Fog,Medium ,van,Metropolitian ,Jewelry,,,,,
lkim578970224,31,4.8,12.972161,77.596014,13.032161,77.656014,2022-03-11,19:25:00,19:35:00,Cloudy,Jam ,motorcycle ,Urban ,Snacks,,,,,
uvkm025217536,32,4.9,21.185047,72.80859,21.195047,72.81859,2022-03-17,11:55:00,12:00:00,Sandstorms,High ,scooter ,Metropolitian ,Electronics,,,,,
hoss505105704,21,4.5,12.325461,76.632278,12.455461,76.762278,2022-03-12,19:50:00,19:55:00,Fog,Jam ,motorcycle ,Metropolitian ,Shoes,,,,,
cnpm288427857,39,3.5,17.422819,78.449578,17.502819,78.529578,2022-04-04,20:20:00,20:30:00,Stormy,Jam ,motorcycle ,Urban ,Books,,,,,
bcmw198870239,37,4.8,21.149834,72.778666,21.219834,72.848666,2022-03-31,21:15:00,21:20:00,Sunny,Jam ,scooter ,Urban ,Shoes,,,,,
urnp883483801,31,4.6,12.986047,80.218114,13.056047,80.288114,2022-04-06,22:40:00,22:55:00,Stormy,Low ,motorcycle ,Metropolitian ,Toys,,,,,
lnxk440069161,33,5.0,11.010375,76.95295,11.140375,77.08295,2022-04-04,21:45:00,21:50:00,Fog,Jam ,motorcycle ,Metropolitian ,Toys,,,,,
aehy234323130,29,4.9,18.536562,73.896485,18.606562,73.966485,2022-03-23,18:15:00,18:30:00,Fog,Medium ,motorcycle ,Metropolitian ,Sports,,,,,
otwq673739388,29,5.0,0.0,0.0,0.05,0.05,2022-02-13,23:50:00,23:55:00,Sunny,Low ,scooter ,Other,Skincare,,,,,
kiox299634110,25,4.8,18.546258,73.904337,18.656258,74.014337,2022-04-02,20:00:00,20:15:00,Fog,Jam ,motorcycle ,Metropolitian ,Cosmetics,,,,,
rkta663766858,33,4.7,17.428294,78.404423,17.438294,78.414423,2022-03-13,09:35:00,09:45:00,Sunny,Low ,scooter ,Metropolitian ,Cosmetics,,,,,
rptq474010645,26,5.0,17.429585,78.392621,17.539585,78.502621,2022-03-12,22:35:00,22:40:00,Sunny,Low ,motorcycle ,Other,Clothing,,,,,
vrqh533809968,28,4.7,18.994237,72.825553,19.064237,72.895553,2022-03-04,23:50:00,23:55:00,Sandstorms,Low ,motorcycle ,Urban ,Sports,,,,,
aovh846299386,37,5.0,11.001753,76.986241,11.071753,77.056241,2022-04-06,19:15:00,19:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,Electronics,,,,,
wbvu247826141,26,4.8,22.311844,73.165081,22.361844,73.215081,2022-03-05,18:45:00,19:00:00,Windy,Medium ,scooter ,Metropolitian ,Skincare,,,,,
jina376655016,38,4.9,12.311072,76.654878,12.321072,76.664878,2022-03-21,10:00:00,10:10:00,Fog,Low ,motorcycle ,Urban ,Skincare,,,,,
ihpn637419767,30,4.6,22.761593,75.886362,22.831593,75.956362,2022-03-18,23:25:00,23:40:00,Stormy,Low ,motorcycle ,Metropolitian ,Apparel,,,,,
uysa708451211,32,4.9,18.554382,73.798206,18.684382,73.928206,2022-03-31,21:50:00,21:55:00,Fog,Jam ,motorcycle ,Metropolitian ,Home,,,,,
erpm304253288,27,4.9,13.022394,80.242439,13.032394,80.252439,2022-04-03,09:00:00,09:15:00,Stormy,Low ,scooter ,Metropolitian ,Electronics,,,,,
joyt335036732,23,4.9,19.221315,72.862381,19.311315,72.952381,2022-03-04,18:00:00,18:15:00,Fog,Medium ,scooter ,Metropolitian ,Kitchen,,,,,
nwin330098016,35,4.6,13.091809,80.219104,13.201809,80.329104,2022-03-18,21:40:00,21:50:00,Fog,Jam ,van,Metropolitian ,Skincare,,,,,
ugei446404961,35,4.8,23.351489,85.324253,23.401489,85.374253,2022-03-21,22:00:00,22:10:00,Sunny,Jam ,scooter ,Metropolitian ,Outdoors,,,,,
xpgw947874677,35,4.3,22.32,73.17,22.43,73.28,2022-04-04,19:40:00,19:55:00,Sandstorms,Jam ,scooter ,Metropolitian ,Sports,,,,,
jptk658410739,20,4.8,12.979166,77.640709,13.029166,77.690709,2022-03-15,17:10:00,17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Outdoors,,,,,
lkxm043821530,28,4.6,10.96185,76.971082,11.03185,77.041082,2022-03-20,20:50:00,21:00:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,Cosmetics,,,,,
rplb678868157,28,4.8,13.066762,80.251865,13.106762,80.291865,2022-03-03,14:55:00,15:05:00,Stormy,High ,scooter ,Urban ,Skincare,,,,,
qoiq054923014,27,4.8,19.103249,72.846749,19.183249,72.926749,2022-04-04,22:25:00,22:35:00,Sandstorms,Low ,motorcycle ,Metropolitian ,Toys,,,,,
ufap325578927,24,4.7,17.424114,78.347554,17.554114,78.477554,2022-04-04,17:20:00,17:25:00,Sunny,Medium ,van,Metropolitian ,Toys,,,,,
repw938652005,39,4.4,12.972793,80.249982,13.102793,80.379982,2022-03-12,18:25:00,18:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,Snacks,,,,,
qige236912524,28,5.0,18.546947,73.900626,18.626947,73.980626,2022-04-06,23:35:00,23:50:00,Cloudy,Low ,motorcycle ,Metropolitian ,Electronics,,,,,
rugg849868596,39,4.1,18.536562,73.896485,18.616562,73.976485,2022-03-20,21:50:00,22:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,Clothing,,,,,
gpza925526959,34,4.3,26.905287,75.794592,26.955287,75.844592,2022-03-01,17:20:00,17:25:00,Cloudy,Medium ,motorcycle ,Metropolitian ,Electronics,,,,,
lihq948208577,29,4.8,11.021278,76.995017,11.041278,77.015017,2022-03-26,11:50:00,12:00:00,Windy,High ,scooter ,Metropolitian ,Clothing,,,,,
vrgl039935970,29,5.0,26.482419,80.320939,26.522419,80.360939,2022-02-13,13:00:00,13:10:00,Fog,High ,scooter ,Metropolitian ,Toys,,,,,
kcpq645894240,31,4.7,18.56245,73.916619,18.61245,73.966619,2022-03-24,23:20:00,23:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,Clothing,,,,,
qtsl812793869,35,4.1,12.939496,77.625999,13.049496,77.735999,2022-03-04,17:25:00,17:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,Snacks,,,,,
hxpp804241946,25,4.9,11.000762,76.981876,11.040762,77.021876,2022-03-24,15:15:00,15:30:00,Fog,Medium ,motorcycle ,Metropolitian ,Sports,,,,,
khzr502246279,38,4.4,25.45235,81.841889,25.56235,81.951889,2022-02-12,17:40:00,17:50:00,Fog,Medium ,motorcycle ,Other,Electronics,,,,,
cxgl261855359,36,4.9,0.0,0.0,0.04,0.04,2022-02-11,14:45:00,14:50:00,Cloudy,High ,motorcycle ,Metropolitian ,Books,,,,,
xnqq752562781,37,4.6,21.183434,72.814492,21.263434,72.894492,2022-03-27,18:45:00,18:50:00,Stormy,Medium ,scooter ,Urban ,Snacks,,,,,
adik676430530,28,4.3,30.885814,75.786976,30.905814,75.806976,2022-02-13,10:30:00,10:45:00,Stormy,Low ,motorcycle ,Urban ,Apparel,,,,,
vfdo296696308,25,4.9,22.651847,75.881991,22.741847,75.971991,2022-03-25,23:55:00,00:10:00,Sandstorms,Low ,motorcycle ,Metropolitian ,Snacks,,,,,
ryux396721202,28,4.9,23.359407,85.325055,23.469407,85.435055,2022-03-10,23:20:00,23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,Sports,,,,,
vdgz273928951,22,5.0,12.981615,80.231598,13.041615,80.291598,2022-03-03,20:40:00,20:50:00,Windy,Jam ,motorcycle ,Metropolitian ,Jewelry,,,,,
gvwx078474047,23,4.8,23.359407,85.325055,23.469407,85.435055,2022-03-04,21:50:00,22:00:00,Windy,Jam ,motorcycle ,Metropolitian ,Toys,,,,,
xyvu994211342,35,4.7,27.16185,78.040165,27.21185,78.090165,2022-02-13,17:15:00,17:20:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Books,,,,,
vuyu065991946,30,4.6,12.326356,76.619103,12.366356,76.659103,2022-04-01,12:30:00,12:45:00,Windy,High ,van,Urban ,Books,,,,,
iwhf442204428,31,4.8,22.310237,73.158921,22.380237,73.228921,2022-03-31,21:40:00,21:55:00,Sunny,Jam ,motorcycle ,Urban ,Skincare,,,,,
vuld174516032,24,5.0,26.911927,75.797282,27.051927,75.937282,2022-03-27,17:50:00,17:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,Outdoors,,,,,
cuqa826872050,38,4.6,11.001852,76.976268,11.011852,76.986268,2022-03-26,10:15:00,10:30:00,Cloudy,Low ,scooter ,Metropolitian ,Cosmetics,,,,,
uyal930309732,23,4.6,15.49395,73.827423,15.53395,73.867423,2022-02-15,15:35:00,15:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Kitchen,,,,,
kiyk223630390,22,4.6,18.994049,72.825203,19.034049,72.865203,2022-03-11,12:50:00,12:55:00,Fog,High ,motorcycle ,Metropolitian ,Jewelry,,,,,
gjpj453808306,33,4.5,18.533811,73.899315,18.663811,74.029315,2022-03-31,19:35:00,19:40:00,Cloudy,Jam ,motorcycle ,Metropolitian ,Kitchen,,,,,
emft153158078,24,4.8,12.933284,77.615428,12.983284,77.665428,2022-03-21,19:55:00,20:00:00,Windy,Jam ,scooter ,Metropolitian ,Books,,,,,
qjqc673873546,33,4.8,13.064181,80.236442,13.104181,80.276442,2022-03-07,14:00:00,14:15:00,Windy,High ,scooter ,Metropolitian ,Shoes,,,,,
sqyn661087219,26,4.4,12.914264,77.6784,12.994264,77.7584,2022-03-27,17:35:00,17:40:00,Fog,Medium ,motorcycle ,Metropolitian ,Clothing,,,,,
jzlx800086920,50,6.0,-27.159795,-78.04299,27.209795,78.09299,2022-02-13,NaN ,18:05:00,NaN,NaN ,scooter ,Metropolitian ,Electronics,,,,,
fzdq519364954,24,4.6,12.323225,76.630028,12.343225,76.650028,2022-03-03,08:55:00,09:10:00,Stormy,Low ,motorcycle ,Urban ,Cosmetics,,,,,
mteg385403286,36,4.5,12.986047,80.218114,13.036047,80.268114,2022-03-11,21:10:00,21:15:00,Windy,Jam ,scooter ,Metropolitian ,Kitchen,,,,,
nxqn270421654,29,4.4,12.934365,77.616155,13.024365,77.706155,2022-04-04,19:25:00,19:30:00,Cloudy,Jam ,scooter ,Metropolitian ,Pet Supplies,,,,,
ftbk958935462,26,4.5,23.357804,85.325146,23.447804,85.415146,2022-04-02,21:55:00,22:00:00,Stormy,Jam ,scooter ,Urban ,Jewelry,,,,,
accq452230322,23,4.7,18.593481,73.785901,18.673481,73.865901,2022-04-02,23:55:00,00:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,Shoes,,,,,
ehvw826781202,24,4.7,11.024839,77.007003,11.094839,77.077003,2022-03-27,23:30:00,23:40:00,Cloudy,Low ,scooter ,Metropolitian ,Electronics,,,,,
noan595873233,24,4.9,21.17106,72.789292,21.22106,72.839292,2022-03-09,22:55:00,23:05:00,Sunny,Low ,scooter ,Metropolitian ,Books,,,,,
mdpo295579967,38,4.1,25.45235,81.841889,25.49235,81.881889,2022-02-17,16:20:00,16:30:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Sports,,,,,
mtlq557527223,28,4.6,27.201725,78.007553,27.241725,78.047553,2022-02-11,15:55:00,16:05:00,Fog,Medium ,motorcycle ,Metropolitian ,Pet Supplies,,,,,
vssf505748674,30,4.1,26.913987,75.752891,27.043987,75.882891,2022-04-04,21:25:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,Toys,,,,,
lfra509141877,29,4.9,15.516833,73.768172,15.646833,73.898172,2022-02-14,19:40:00,19:45:00,Windy,Jam ,motorcycle ,Metropolitian ,Sports,,,,,
wmuy568019093,26,4.8,12.978453,77.643685,12.998453,77.663685,2022-03-26,09:20:00,09:35:00,Windy,Low ,van,Metropolitian ,Kitchen,,,,,
xxsh405048593,27,4.9,18.530963,73.828972,18.580963,73.878972,2022-03-17,20:40:00,20:55:00,Windy,Jam ,motorcycle ,Other,Sports,,,,,
besj904014692,27,4.6,13.091809,80.219104,13.181809,80.309104,2022-03-25,17:35:00,17:45:00,Cloudy,Medium ,motorcycle ,Urban ,Sports,,,,,
hkom894797717,23,4.7,11.000762,76.981876,11.080762,77.061876,2022-03-04,20:35:00,20:45:00,Windy,Jam ,motorcycle ,Metropolitian ,Outdoors,,,,,
kqrg162838229,32,4.3,18.520016,73.830547,18.630016,73.940547,2022-03-12,20:55:00,21:00:00,Stormy,Jam ,motorcycle ,Metropolitian ,Shoes,,,,,
azxh939458598,23,4.9,26.911378,75.789034,26.971378,75.849034,2022-03-28,21:30:00,21:40:00,Stormy,Jam ,motorcycle ,Metropolitian ,Grocery,,,,,
uhyh774080740,31,4.0,12.352058,76.60665,12.462058,76.71665,2022-03-29,19:45:00,19:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,Kitchen,,,,,
mjra614047376,39,4.1,12.321214,76.621094,12.371214,76.671094,2022-03-11,18:15:00,18:25:00,Stormy,Medium ,motorcycle ,Metropolitian ,Grocery,,,,,
toqb250842891,23,4.8,11.021278,76.995017,11.081278,77.055017,2022-03-03,22:45:00,22:55:00,Sunny,Low ,motorcycle ,Metropolitian ,Skincare,,,,,
arch811530420,23,4.7,12.326356,76.619103,12.456356,76.749103,2022-04-02,18:50:00,19:00:00,Fog,Medium ,scooter ,Metropolitian ,Jewelry,,,,,
cczw781780314,31,4.6,19.221315,72.862381,19.291315,72.932381,2022-03-02,22:25:00,22:40:00,Windy,Low ,motorcycle ,Metropolitian ,Sports,,,,,
rsdl368090291,25,4.6,21.149569,72.772697,21.239569,72.862697,2022-03-06,18:50:00,19:00:00,Cloudy,Medium ,motorcycle ,Metropolitian ,Clothing,,,,,
jmeq314808175,21,4.9,30.88722,75.804893,30.99722,75.914893,2022-02-14,21:20:00,21:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,Apparel,,,,,
mjrh659166453,24,4.6,0.0,0.0,0.01,0.01,2022-03-07,10:00:00,10:05:00,Fog,Low ,scooter ,Urban ,Cosmetics,,,,,
jchh165303243,30,4.2,23.353783,85.326967,23.483783,85.456967,2022-03-04,21:15:00,21:20:00,Stormy,Jam ,scooter ,Metropolitian ,Pet Supplies,,,,,
cahz369940900,36,4.4,11.008638,76.984311,11.088638,77.064311,2022-03-12,18:50:00,18:55:00,Sunny,Medium ,motorcycle ,Urban ,Apparel,,,,,
eqea220893444,39,4.1,18.593481,73.785901,18.703481,73.895901,2022-04-04,18:40:00,18:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Shoes,,,,,
yeun065841354,32,4.7,23.357804,85.325146,23.407804,85.375146,2022-04-05,19:00:00,19:10:00,Cloudy,Medium ,van,Urban ,Snacks,,,,,
ucdq582888819,29,5.0,26.905287,75.794592,26.985287,75.874592,2022-04-02,22:45:00,23:00:00,Fog,Low ,scooter ,Metropolitian ,Shoes,,,,,
kupy824548874,20,4.6,26.914142,75.805704,27.004142,75.895704,2022-03-04,23:10:00,23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,Books,,,,,
xlxk815586761,22,4.8,9.982834,76.283268,10.072834,76.373268,2022-02-16,19:30:00,19:40:00,Sunny,Jam ,motorcycle ,Urban ,Home,,,,,
shkj601836779,23,4.7,22.728163,75.884212,22.748163,75.904212,2022-03-05,12:00:00,12:05:00,Sandstorms,High ,motorcycle ,Metropolitian ,Outdoors,,,,,
bkcv112171609,34,4.7,27.163303,78.057044,27.253303,78.147044,2022-02-18,19:20:00,19:25:00,Cloudy,Jam ,scooter ,Metropolitian ,Kitchen,,,,,
tsgk110043437,29,5.0,26.891191,75.802083,26.961191,75.872083,2022-03-23,20:50:00,21:05:00,Fog,Jam ,motorcycle ,Metropolitian ,Toys,,,,,
xpts941748787,31,5.0,22.547186,88.35068,22.577185,88.38068,2022-02-15,21:50:00,22:05:00,Cloudy,Jam ,scooter ,Metropolitian ,Cosmetics,,,,,
zmgj919602822,22,4.7,12.323978,76.627961,12.393978,76.697961,2022-04-02,22:10:00,22:25:00,Sandstorms,Low ,scooter ,Metropolitian ,Electronics,,,,,
rfth475757944,37,4.2,13.086438,80.220672,13.146439,80.280672,2022-03-30,20:10:00,20:20:00,Windy,Jam ,van,Urban ,Outdoors,,,,,
hdes004386434,35,4.7,22.745536,75.893106,22.825536,75.973106,2022-03-20,19:00:00,19:05:00,Windy,Medium ,motorcycle ,Metropolitian ,Jewelry,,,,,
impm552358876,23,4.9,12.934365,77.616155,13.014365,77.696155,2022-03-23,20:40:00,20:55:00,Stormy,Jam ,scooter ,Metropolitian ,Books,,,,,
zznm989127780,33,4.1,21.149834,72.778666,21.219834,72.848666,2022-04-06,20:50:00,21:05:00,Sandstorms,Jam ,motorcycle ,Urban ,Electronics,,,,,
rheb881632602,33,4.6,21.185047,72.80859,21.205047,72.82859,2022-04-01,08:55:00,09:10:00,Stormy,Low ,van,Metropolitian ,Toys,,,,,
ljid595163947,33,4.0,12.284747,76.625861,12.364747,76.705861,2022-03-25,23:10:00,23:20:00,Cloudy,Low ,motorcycle ,Metropolitian ,Home,,,,,
qmck264726855,33,4.9,0.0,0.0,0.05,0.05,2022-03-28,17:25:00,17:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,Skincare,,,,,
mcnb387789751,27,4.6,19.12663,72.829976,19.23663,72.939976,2022-03-18,18:40:00,18:55:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,Home,,,,,
ssse130836432,35,4.9,11.000762,76.981876,11.060762,77.041876,2022-04-01,18:30:00,18:45:00,Windy,Medium ,motorcycle ,Other,Cosmetics,,,,,
tatl950432918,26,4.1,21.149834,72.778666,21.229834,72.858666,2022-03-10,19:15:00,19:20:00,Fog,Jam ,van,Metropolitian ,Kitchen,,,,,
dyrm101245903,30,3.8,22.751234,75.88949,22.821234,75.95949,2022-03-14,21:35:00,21:45:00,Windy,Jam ,scooter ,Metropolitian ,Grocery,,,,,
arht318769985,23,4.8,21.157735,72.768778,21.187735,72.798778,2022-03-24,21:20:00,21:35:00,Cloudy,Jam ,van,Metropolitian ,Apparel,,,,,
aovp255957361,23,4.6,0.0,0.0,0.11,0.11,2022-03-18,17:45:00,18:00:00,Sandstorms,Medium ,van,Metropolitian ,Cosmetics,,,,,
sbdc641805082,21,4.7,12.979096,77.640625,12.989096,77.650625,2022-03-01,08:15:00,08:25:00,Sandstorms,Low ,motorcycle ,Metropolitian ,Skincare,,,,,
vgfb341284303,28,4.6,18.516216,73.842527,18.566216,73.892527,2022-03-13,17:10:00,17:15:00,Fog,Medium ,scooter ,Metropolitian ,Cosmetics,,,,,
tpsa273201300,37,4.7,12.979166,77.640709,13.019166,77.680709,2022-03-03,15:50:00,16:05:00,Fog,Medium ,van,Metropolitian ,Jewelry,,,,,
ahhj706703670,26,4.7,23.374989,85.335486,23.424989,85.385486,2022-03-26,23:25:00,23:40:00,Cloudy,Low ,scooter ,Metropolitian ,Cosmetics,,,,,
vnif597674332,35,4.8,9.960846,76.293936,10.020846,76.353936,2022-02-13,23:20:00,23:30:00,Sandstorms,Low ,motorcycle ,Other,Snacks,,,,,
puqm800733237,27,4.6,0.0,0.0,0.04,0.04,2022-02-17,15:15:00,15:20:00,Windy,Medium ,motorcycle ,Metropolitian ,Apparel,,,,,
ibix526978003,24,4.9,0.0,0.0,0.11,0.11,2022-03-29,19:20:00,19:35:00,Fog,Jam ,motorcycle ,Semi-Urban ,Grocery,,,,,
skae681923439,34,4.7,30.335259,78.053162,30.355259,78.073162,2022-02-11,10:15:00,10:30:00,Fog,Low ,motorcycle ,Metropolitian ,Home,,,,,
dkju949608812,32,4.9,25.451646,81.832796,25.591646,81.972796,2022-02-16,18:10:00,18:25:00,Fog,Medium ,motorcycle ,Metropolitian ,Books,,,,,
umkf091247599,26,4.7,12.323225,76.630028,12.343225,76.650028,2022-03-15,11:25:00,11:40:00,Stormy,High ,scooter ,Urban ,Sports,,,,,
wtxi764384368,29,4.7,21.17106,72.789292,21.19106,72.809292,2022-03-26,11:55:00,12:05:00,Stormy,High ,scooter ,Metropolitian ,Books,,,,,
dfby633227952,38,4.5,27.163303,78.057044,27.253303,78.147044,2022-02-12,21:00:00,21:10:00,Stormy,Jam ,motorcycle ,Metropolitian ,Sports,,,,,
oiga382802013,29,4.2,26.911378,75.789034,26.961378,75.839034,2022-03-21,21:40:00,21:45:00,Fog,Jam ,motorcycle ,Metropolitian ,Apparel,,,,,
dkbx581039348,26,4.3,18.593481,73.785901,18.653481,73.845901,2022-03-11,23:15:00,23:30:00,Windy,Low ,motorcycle ,Metropolitian ,Outdoors,,,,,
rnny422824210,35,4.9,22.310237,73.158921,22.440237,73.288921,2022-04-02,23:55:00,00:05:00,Windy,Low ,motorcycle ,Metropolitian ,Sports,,,,,
hstc134134397,35,4.9,0.0,0.0,0.03,0.03,2022-03-26,21:30:00,21:40:00,Stormy,Jam ,scooter ,Metropolitian ,Apparel,,,,,
jptr583515630,26,4.8,30.893244,75.821817,30.943244,75.871817,2022-02-17,20:45:00,20:55:00,Stormy,Jam ,scooter ,Metropolitian ,Skincare,,,,,
qdwo416477444,29,4.8,22.725748,75.898497,22.795748,75.968497,2022-03-23,23:40:00,23:50:00,Stormy,Low ,scooter ,Metropolitian ,Shoes,,,,,
